Simulation Data generated by HPSim Mar-23-2005 21:35:23;
Count/ Steps;Time/ ms;P9;Pegel;Einsatzstoff;Ventil 02;Antrieb Rührer;LIS 02;Dampf;Kühlwasser;Heizung;Kühlung;TIS 01;TIS 02;Temperatur;P115;P116;P117;P118;P119;P120;P121;P122;P123;P124;Start;Automatik ein;Füllen;Reaktion;Kühlen;Leeren;Heizen;UV 02 auf;M 01 ein;UV 03 auf;UV 02 zu;UV 03 zu;UV 01 auf;UV 01 zu;M 01 aus;UV 04 auf;UV 04 zu;P75;P77;P79;P80;P82;P84;Zyklusende;Zyklusanfang;P87;LIS 01;LIS 02;TIS 02;TIS 01;P92;Stop;LIS 01;
7056;3121;0;1027500;1;0;1;0;1;1;0;1;0;1;5745;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7057;3122;0;1027500;1;0;1;0;1;1;0;1;0;1;5745;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7058;3122;0;1027500;1;0;1;0;1;1;0;1;0;1;5740;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7059;3123;0;1027500;1;0;1;0;1;1;0;1;0;1;5740;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7060;3123;0;1027500;1;0;1;0;1;1;0;1;0;1;5735;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7061;3124;0;1027500;1;0;1;0;1;1;0;1;0;1;5735;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7062;3124;0;1027500;1;0;1;0;1;1;0;1;0;1;5730;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7063;3125;0;1027500;1;0;1;0;1;1;0;1;0;1;5730;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7064;3125;0;1027500;1;0;1;0;1;1;0;1;0;1;5725;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;
7065;3125;0;1027500;1;0;1;0;1;1;0;1;0;1;5725;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;
7066;3125;0;1027500;1;0;1;0;1;1;0;1;0;1;5725;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7067;3126;0;1027500;1;0;1;0;1;1;0;1;0;1;5725;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7068;3126;0;1027500;1;0;1;0;1;1;0;1;0;1;5720;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7069;3127;0;1027500;1;0;1;0;1;1;0;1;0;1;5720;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7070;3127;0;1027500;1;0;1;0;1;1;0;1;0;1;5715;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7071;3128;0;1027500;1;0;1;0;1;1;0;1;0;1;5715;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7072;3128;0;1027500;1;0;1;0;1;1;0;1;0;1;5710;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7073;3129;0;1027500;1;0;1;0;1;1;0;1;0;1;5710;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7074;3129;0;1027500;1;0;1;0;1;1;0;1;0;1;5705;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7075;3130;0;1027500;1;0;1;0;1;1;0;1;0;1;5705;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7076;3130;0;1027500;1;0;1;0;1;1;0;1;0;1;5700;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;
7077;3130;0;1027500;1;0;1;0;1;1;0;1;0;1;5700;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;
7078;3130;0;1027500;1;0;1;0;1;1;0;1;0;1;5700;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7079;3131;0;1027500;1;0;1;0;1;1;0;1;0;1;5700;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7080;3131;0;1027500;1;0;1;0;1;1;0;1;0;1;5695;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7081;3132;0;1027500;1;0;1;0;1;1;0;1;0;1;5695;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7082;3132;0;1027500;1;0;1;0;1;1;0;1;0;1;5690;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7083;3133;0;1027500;1;0;1;0;1;1;0;1;0;1;5690;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7084;3133;0;1027500;1;0;1;0;1;1;0;1;0;1;5685;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7085;3134;0;1027500;1;0;1;0;1;1;0;1;0;1;5685;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7086;3134;0;1027500;1;0;1;0;1;1;0;1;0;1;5680;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7087;3135;0;1027500;1;0;1;0;1;1;0;1;0;1;5680;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7088;3135;0;1027500;1;0;1;0;1;1;0;1;0;1;5675;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;
7089;3135;0;1027500;1;0;1;0;1;1;0;1;0;1;5675;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;
7090;3135;0;1027500;1;0;1;0;1;1;0;1;0;1;5675;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7091;3136;0;1027500;1;0;1;0;1;1;0;1;0;1;5675;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7092;3136;0;1027500;1;0;1;0;1;1;0;1;0;1;5670;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7093;3137;0;1027500;1;0;1;0;1;1;0;1;0;1;5670;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7094;3137;0;1027500;1;0;1;0;1;1;0;1;0;1;5665;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7095;3138;0;1027500;1;0;1;0;1;1;0;1;0;1;5665;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7096;3138;0;1027500;1;0;1;0;1;1;0;1;0;1;5660;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7097;3139;0;1027500;1;0;1;0;1;1;0;1;0;1;5660;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7098;3139;0;1027500;1;0;1;0;1;1;0;1;0;1;5655;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7099;3140;0;1027500;1;0;1;0;1;1;0;1;0;1;5655;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7100;3140;0;1027500;1;0;1;0;1;1;0;1;0;1;5650;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;
7101;3140;0;1027500;1;0;1;0;1;1;0;1;0;1;5650;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;
7102;3140;0;1027500;1;0;1;0;1;1;0;1;0;1;5650;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7103;3141;0;1027500;1;0;1;0;1;1;0;1;0;1;5650;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7104;3141;0;1027500;1;0;1;0;1;1;0;1;0;1;5645;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7105;3142;0;1027500;1;0;1;0;1;1;0;1;0;1;5645;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7106;3142;0;1027500;1;0;1;0;1;1;0;1;0;1;5640;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7107;3143;0;1027500;1;0;1;0;1;1;0;1;0;1;5640;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7108;3143;0;1027500;1;0;1;0;1;1;0;1;0;1;5635;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7109;3144;0;1027500;1;0;1;0;1;1;0;1;0;1;5635;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7110;3144;0;1027500;1;0;1;0;1;1;0;1;0;1;5630;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7111;3145;0;1027500;1;0;1;0;1;1;0;1;0;1;5630;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7112;3145;0;1027500;1;0;1;0;1;1;0;1;0;1;5625;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;
7113;3145;0;1027500;1;0;1;0;1;1;0;1;0;1;5625;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;
7114;3145;0;1027500;1;0;1;0;1;1;0;1;0;1;5625;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7115;3146;0;1027500;1;0;1;0;1;1;0;1;0;1;5625;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7116;3146;0;1027500;1;0;1;0;1;1;0;1;0;1;5620;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7117;3147;0;1027500;1;0;1;0;1;1;0;1;0;1;5620;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7118;3147;0;1027500;1;0;1;0;1;1;0;1;0;1;5615;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7119;3148;0;1027500;1;0;1;0;1;1;0;1;0;1;5615;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7120;3148;0;1027500;1;0;1;0;1;1;0;1;0;1;5610;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7121;3149;0;1027500;1;0;1;0;1;1;0;1;0;1;5610;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7122;3149;0;1027500;1;0;1;0;1;1;0;1;0;1;5605;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7123;3150;0;1027500;1;0;1;0;1;1;0;1;0;1;5605;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7124;3150;0;1027500;1;0;1;0;1;1;0;1;0;1;5600;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;
7125;3150;0;1027500;1;0;1;0;1;1;0;1;0;1;5600;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;
7126;3150;0;1027500;1;0;1;0;1;1;0;1;0;1;5600;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7127;3151;0;1027500;1;0;1;0;1;1;0;1;0;1;5600;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7128;3151;0;1027500;1;0;1;0;1;1;0;1;0;1;5595;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7129;3152;0;1027500;1;0;1;0;1;1;0;1;0;1;5595;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7130;3152;0;1027500;1;0;1;0;1;1;0;1;0;1;5590;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7131;3153;0;1027500;1;0;1;0;1;1;0;1;0;1;5590;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7132;3153;0;1027500;1;0;1;0;1;1;0;1;0;1;5585;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7133;3154;0;1027500;1;0;1;0;1;1;0;1;0;1;5585;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7134;3154;0;1027500;1;0;1;0;1;1;0;1;0;1;5580;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7135;3155;0;1027500;1;0;1;0;1;1;0;1;0;1;5580;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7136;3155;0;1027500;1;0;1;0;1;1;0;1;0;1;5575;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;
7137;3155;0;1027500;1;0;1;0;1;1;0;1;0;1;5575;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;
7138;3155;0;1027500;1;0;1;0;1;1;0;1;0;1;5575;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7139;3156;0;1027500;1;0;1;0;1;1;0;1;0;1;5575;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7140;3156;0;1027500;1;0;1;0;1;1;0;1;0;1;5570;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7141;3157;0;1027500;1;0;1;0;1;1;0;1;0;1;5570;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7142;3157;0;1027500;1;0;1;0;1;1;0;1;0;1;5565;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7143;3158;0;1027500;1;0;1;0;1;1;0;1;0;1;5565;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7144;3158;0;1027500;1;0;1;0;1;1;0;1;0;1;5560;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7145;3159;0;1027500;1;0;1;0;1;1;0;1;0;1;5560;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7146;3159;0;1027500;1;0;1;0;1;1;0;1;0;1;5555;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7147;3160;0;1027500;1;0;1;0;1;1;0;1;0;1;5555;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7148;3160;0;1027500;1;0;1;0;1;1;0;1;0;1;5550;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;
7149;3160;0;1027500;1;0;1;0;1;1;0;1;0;1;5550;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;
7150;3160;0;1027500;1;0;1;0;1;1;0;1;0;1;5550;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7151;3161;0;1027500;1;0;1;0;1;1;0;1;0;1;5550;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7152;3161;0;1027500;1;0;1;0;1;1;0;1;0;1;5545;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7153;3162;0;1027500;1;0;1;0;1;1;0;1;0;1;5545;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7154;3162;0;1027500;1;0;1;0;1;1;0;1;0;1;5540;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7155;3163;0;1027500;1;0;1;0;1;1;0;1;0;1;5540;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7156;3163;0;1027500;1;0;1;0;1;1;0;1;0;1;5535;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7157;3164;0;1027500;1;0;1;0;1;1;0;1;0;1;5535;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7158;3164;0;1027500;1;0;1;0;1;1;0;1;0;1;5530;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7159;3165;0;1027500;1;0;1;0;1;1;0;1;0;1;5530;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7160;3165;0;1027500;1;0;1;0;1;1;0;1;0;1;5525;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;
7161;3165;0;1027500;1;0;1;0;1;1;0;1;0;1;5525;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;
7162;3165;0;1027500;1;0;1;0;1;1;0;1;0;1;5525;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7163;3166;0;1027500;1;0;1;0;1;1;0;1;0;1;5525;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7164;3166;0;1027500;1;0;1;0;1;1;0;1;0;1;5520;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7165;3167;0;1027500;1;0;1;0;1;1;0;1;0;1;5520;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
7166;3167;0;1027500;1;0;1;0;1;1;0;1;0;1;5515;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
